"","id","outliersPro","estimated_rate_Before_Handling","estimated_rate_After_Q_b_F_C","estimated_rate_After_mean","estimated_rate_After_median","Before_P_value","Q_b_F_C_P_value","mean_P_value","median_P_value"
"3290",31638,0,0.507077960019234,0.507077960019234,0.507077960019234,0.507077960019234,0.4545,0.478,0.4895,0.493
"3291",31639,0.0112866817155756,0.294084291329389,0.295351670146592,0.302612102748908,0.302898015552508,1,1,1,1
"3292",31640,0.0545454545454545,0.863326299706225,0.879838229287729,1.02982758943454,1.05147165860922,0.2045,0.281,0.4935,0.4
"3293",31643,0.0571428571428571,0.676759567157617,0.72854193986542,0.869532317506354,0.890892726697762,0.002,0.075,0.247,0.134
"3294",31644,0.0926829268292683,1.49340410467649,2.0402407976591,2.89819936370382,3.12826514583135,0,5e-04,5e-04,0
"3295",31647,0.0627390971690895,0.437008370004431,0.478803811499049,0.555944886654655,0.55906738822878,0.0315,1,1,1
"3296",31648,0.069101678183613,0.224881305601494,0.241767874610226,0.319885876182954,0.342515325789894,0,0,0,0
"3297",31650,0.00519210799584631,0.327607540971129,0.328228836668271,0.332528013212771,0.332863197094032,1,1,1,1
"3298",31656,0.0703125,0.659546383775043,0.689567564431689,0.875650999480489,0.905688842653281,0.0125,0.033,0.112,0.048
"3299",31657,0.0645855758880517,0.289767524704297,0.315488745824699,0.376770176244387,0.383773947438271,5e-04,0.733,1,0.9925
"3300",31661,0.143646408839779,2.1276317944408,3.71076952221272,6.64293617276163,7.25006947052505,0,0.003,0.0115,0.001
"3301",31663,0.0429184549356223,0.659591603460406,0.70373966086591,0.810800162029882,0.827387836992575,5e-04,0.014,0.0435,0.02
"3302",31665,0.150442477876106,0.805826992437702,1.02375808550875,1.53007013469021,1.57730359275881,0.0065,0.582,0.9585,0.915
"3303",31668,0.0909090909090909,0.891035644885039,1.05587006424935,1.39966919102798,1.43741979000006,0,0.129,0.803,0.5845
"3304",31672,0.0289103039288362,0.410195564405798,0.420342287176227,0.453982616951257,0.457774146914155,0.7265,0.999,1,1
"3305",31674,0.0591822094691535,0.875564279434668,0.972930036431738,1.17978856296023,1.20930370644254,0,0,0,0
"3306",31675,0.00217391304347826,0.151351621599115,0.152107838591893,0.153445160909637,0.153777393481374,0,0,0,0
"3307",31676,0.0793078586878154,0.280937240196701,0.304183228836671,0.406822107459076,0.428404091886214,0,0,0,0
"3308",31677,0.0536585365853659,0.686951122784101,0.73737951065308,0.871154519973119,0.890474911158361,0,0.0205,0.225,0.081
"3309",31678,0.075,0.695883565131319,0.815425558051641,1.03896778783906,1.07410851379219,0,0.0205,0.1015,0.037
"3310",31684,0.110726643598616,0.250555405792476,0.319938409717539,0.476721447603099,0.506270480480918,0,5e-04,0.0025,0
"3311",31685,0.077720207253886,0.611994124048349,0.687879589338435,0.875627545818929,0.904557351193419,5e-04,0.051,0.1315,0.06
"3312",31686,0.0609137055837563,0.719039156640651,0.786632383700183,0.961700572135702,0.991839219473365,0,5e-04,0.001,0
"3313",31687,0.0755064456721915,0.802848726611487,0.893804973433366,1.12059408218595,1.15668571079654,0,0,0.0035,0
"3314",31688,0.0225563909774436,0.475989279185069,0.496902660827421,0.528033741992826,0.531528418503172,0.18,0.5715,0.7405,0.663
"3315",31689,0.00960219478737997,0.530040046306693,0.531539124053845,0.544784482791342,0.545943992677557,1,1,1,1
"3316",31693,0.00892857142857143,0.546471033536797,0.549935218448971,0.563083360611502,0.564223037887387,0.823,0.8695,0.9055,0.8865
"3317",31694,0.0471910112359551,0.36290445708576,0.373745565048884,0.425934807559971,0.431198934756577,0.176,0.5925,0.943,0.8835
"3318",31696,0.0859519408502773,0.614792232686044,0.694686362503594,0.911490403982006,0.946797803950672,0,0,0.02,5e-04
"3319",31697,0.148171905067351,0.459756436690421,0.725735583719456,1.46018173624108,1.6752872752244,0,0,0,0
"3320",31698,0.0663465735486687,0.642935470955841,0.693090391763863,0.836481837580316,0.855064602173197,0,0.173,0.9925,0.843
"3321",31700,0.0327868852459016,0.450177733480075,0.467216140330822,0.504721661626409,0.509673578513212,0.599,0.923,0.976,0.9575
"3322",31701,0.0693069306930693,1.99148851924462,2.18522748699517,2.5396825159411,2.5947426866929,0.157,1,1,1
"3323",31705,0.040983606557377,0.247501320624383,0.256728751618258,0.285442238876397,0.288935009249451,0.457,0.793,0.933,0.8995
"3324",31707,0.105867346938776,0.896219205772401,1.17158510094975,1.71498877137757,1.82876926413361,0,0,0,0
"3325",31710,0.0648882480173035,0.738394703986848,0.785777122426901,0.975600381149833,1.0089013364608,0,0,0,0
"3326",31713,0.0245398773006135,0.30385016331996,0.310927771804391,0.337623618314979,0.341022609760426,0.079,0.183,0.391,0.3115
"3327",31715,0.110284167794317,0.318916306861919,0.380192358473706,0.544178463262982,0.572972156143029,0,0,0.003,0
"3328",31718,0.10233918128655,0.869405560431938,1.03787218734504,1.43115200871497,1.4969542770956,0,0.0235,0.211,0.0435
"3329",31720,0.205175117616309,1.08472829849087,17.6523732429098,42.136297584541,46.5443821065186,0,0,0,0
"3330",31721,0.100049285362247,0.538828016294481,0.660597623088538,1.01802970057785,1.11767815396063,0,0,0,0
"3331",31723,0.158287565131672,1.65123279928361,54.1532861476628,77.666523259854,80.5127384602142,0,1,1,1
"3332",31724,0.176462317210349,1.72657632488812,17.7807043733084,30.1977259366596,30.661302548614,0,0.2985,1,1
"3333",31725,0.063973063973064,0.627623662091501,0.659698721474115,0.792918977850934,0.811449339584072,0,0.064,0.7705,0.325
"3334",31726,0.0982142857142857,0.476886037019982,0.586100496759585,0.77193601358185,0.799753254585065,0,0.2705,0.6525,0.394
"3335",31730,0.0392156862745098,0.801243756441444,0.851806125583395,0.960444283339807,0.979717288380915,0.002,0.029,0.041,0.024
"3336",31733,0.00977198697068404,0.4360838481024,0.43775003825116,0.450007215253598,0.451113363874446,0.881,0.9145,0.951,0.9555
"3337",31734,0.053030303030303,0.685560299188721,0.710228465179162,0.831430292264684,0.850203527743956,0.0155,0.095,0.3495,0.1805
"3338",31735,0.0609013398294763,1.05253580240817,1.11619457091567,1.31971084213299,1.34666021195896,0,0.6105,0.999,0.9735
"3339",31736,0.0598290598290598,0.186265611934417,0.200902296302832,0.230420916063538,0.232876502397336,0.224,0.8085,0.9085,0.886
"3340",31741,0.00315955766192733,0.401471780817019,0.402141507214217,0.405637786392115,0.405969902455116,1,1,1,1
"3341",31742,0.00769230769230769,0.456321812381953,0.457836040239977,0.468005514883531,0.468597930607069,0.948,0.9675,0.9815,0.982
"3342",31746,0.0645724258289703,0.590649081832014,0.652570521677799,0.798309884271726,0.819990961731968,0,0.001,0.0355,0.0045
"3343",31747,0.0184049079754601,0.334787518969415,0.339829894232965,0.356453564387922,0.357395996837011,1,1,1,1
"3344",31749,0.0352112676056338,0.681742710401436,0.691133244054384,0.762869944522528,0.775955099749652,0.1155,0.1755,0.244,0.178
"3345",31750,0.123684210526316,0.320255413352511,0.386957427848071,0.557526422894367,0.579067972056021,0,0.205,0.997,0.932
"3346",31751,0.106544901065449,0.53297110234272,0.703230780824249,1.03451922001938,1.10093639072338,0,0,0,0
"3347",31754,0.108761329305136,0.600838937968082,0.759865627351312,1.1955258976154,1.29853146878425,0,0,0,0
"3348",31757,0.0283687943262411,0.444750135127463,0.457053131881673,0.494235428889201,0.50082830937549,0.0825,0.228,0.295,0.218
"3349",31758,0.0985352862849534,1.04083554913836,1.26841701375561,1.8543020148199,2.0093048068889,0,0,0,0
"3350",31760,0.209772535804549,1.10045317248008,4.48872640090416,11.3987311153631,12.565740592026,0,0,0,0
"3351",31761,0.0920977828311541,2.12263511775293,2.56433093052133,3.48192839082492,3.67607958550876,0,0,0,0
"3352",31764,0.0493421052631579,0.671824028312973,0.716743529753838,0.814459879063848,0.825556658711577,0.0265,0.6325,0.8795,0.808
"3353",31765,0.0816582914572864,0.737905710903259,0.821623197357225,1.09026414549032,1.14449259085455,0,0,0,0
"3354",31766,0.0873955431754875,0.649233375283325,0.749185931684533,1.04917358497307,1.12675417461927,0,0,0,0
"3355",31769,0.00260416666666667,0.163489314536912,0.163822273570307,0.165089557686974,0.165392514185338,0,0,0,0
"3356",31771,0.063992359121299,0.993616051239169,1.0611969612517,1.25096846481188,1.26882177612278,0.0145,0.9895,1,1
"3357",31772,0.0683430045132173,1.15356391131599,1.23669180254763,1.53037539474152,1.57284329706534,0,0.0015,0.494,0.11
"3358",31773,0.0517711171662125,0.504260279053964,0.543368040169304,0.630918007224534,0.6427802077391,0,0.12,0.547,0.3035
"3359",31774,0.0392156862745098,0.342843539081604,0.351239338253161,0.391325833211579,0.396415633985177,0.175,0.348,0.54,0.4695
"3360",31775,0.0896551724137931,0.986279018770001,1.15641299420817,1.52880947662852,1.59271088171721,0,0,0.0165,0
"3361",31778,0.0511945392491468,0.634296770896834,0.670132105930684,0.797518199857236,0.819919350917684,0,0.001,0.005,0.0015
"3362",31779,0,0.138673293848001,0.138673293848001,0.138673293848001,0.138673293848001,0.095,0.0975,0.091,0.0965
"3363",31780,0.163111256974073,1.12915418992291,2.68139043185416,5.45890804964634,6.14681480894901,0,0,0,0
"3364",31781,0.0364583333333333,0.682605653977495,0.705939407768387,0.770657171700062,0.777390883268846,0.5925,0.965,0.996,0.995
"3365",31782,0.020066889632107,0.324617457198022,0.326279601032121,0.341561394987344,0.343749169196396,0.949,0.9635,0.983,0.9745
"3366",31783,0.0232558139534884,0.211116052372959,0.215088454699597,0.232902485459967,0.235665493956054,0.0355,0.071,0.1545,0.0915
"3367",31784,0.0841121495327103,0.731396110971283,0.82566417928787,1.10757754074586,1.15447726143764,0,5e-04,0.011,0.001
"3368",31786,0.0947482403898213,0.670794553885748,0.839478247807504,1.15960746649357,1.2109028154042,0,0,0,0
"3369",31787,0.0813648293963255,1.40571530421924,1.59002121432858,2.04239096048964,2.12270394265398,0,0.0325,0.14,0.0315
"3370",31789,0.0160550458715596,0.324647119730169,0.326768148574666,0.341657190167849,0.34308582900326,0.9815,0.995,0.9995,1
"3371",31792,0,0.490409376044433,0.490409376044433,0.490409376044433,0.490409376044433,0.5505,0.55,0.5615,0.543
"3372",31793,0.114516129032258,1.11868595451796,1.46106080357812,2.22902172570722,2.38784507656997,0,0,0,0
"3373",31795,0.188580408590885,1.82549866045926,6.10654193852432,17.1509768075743,20.3267710781512,0,0,0,0
"3374",31796,0,0.143424366511341,0.143424366511341,0.143424366511341,0.143424366511341,0,0,0,0
"3375",31797,0.0851851851851852,0.532226535027307,0.578033980886244,0.739839678527164,0.767086003922858,0.0035,0.121,0.4095,0.186
"3376",31798,0.0587209302325581,0.440640643646748,0.47389943895558,0.564181502095828,0.575088524712968,0,0.006,0.4105,0.1285
"3377",31800,0.0795454545454545,0.269056818724325,0.309857259531024,0.416029400114108,0.437084281311211,0,0.001,0.001,0
"3378",31801,0.0716723549488055,0.572056440079316,0.60538995451726,0.743606780388845,0.759957145558886,0.02,0.402,0.8995,0.8005
"3379",31803,0.111917098445596,0.465583980769874,0.7742393931988,1.19255616192509,1.28985789028176,0,0,0,0
"3380",31805,0.12262156448203,0.236589833646769,0.307048372741449,0.477041347844428,0.505811422073564,0,0,0.01,0
"3381",31808,0.0502183406113537,0.163987679720763,0.168350442172677,0.194073954407366,0.197304298589396,0.012,0.0775,0.198,0.113
"3382",31810,0.110569105691057,0.664548762484203,0.859609497705732,1.36938673703749,1.49748797644371,0,0,0,0
"3383",31811,0.00687285223367698,0.513336914733912,0.514310713696575,0.522088791459814,0.522537945592536,1,1,1,1
"3384",31812,0.0459183673469388,0.213205399943632,0.226701320208435,0.264490883727318,0.270249327784248,0,0.005,0.0705,0.0115
"3385",31813,0.00459242250287026,0.419039376212322,0.422027246688879,0.427217644393745,0.427740196888935,0.9995,1,1,1
"3386",31815,0.0116279069767442,0.248016611829936,0.249471957518733,0.258327583164242,0.259383378791698,0.211,0.293,0.3325,0.321
"3387",31816,0.0408163265306122,0.584600476006749,0.614813766220525,0.714131498339346,0.734831129477741,0,0,0,0
"3388",31817,0.127725856697819,1.26397098301872,1.70594423398225,2.95471203687982,3.28913572406928,0,0,0,0
"3389",31819,0.00508905852417303,0.627015374923562,0.629212764911136,0.639116896064266,0.640402383234538,0.476,0.5335,0.607,0.59
"3390",31820,0.0351014040561622,0.496004779410765,0.507618084330938,0.556527492217812,0.561462179153512,0.8405,0.999,1,1
"3391",31821,0.106130520764667,1.25666073286071,1.66224085253452,2.44461234796215,2.59331256614417,0,0,0,0
"3392",31824,0.136075949367089,0.27078247434374,0.340341656536475,0.568688792954204,0.627177016873613,0,0,0,0
"3393",31827,0.0633147113594041,0.848604326609126,0.939801769404876,1.14294046379975,1.17765059370945,0,0,0.0065,0
"3394",31828,0,0.381943523958452,0.381943523958452,0.381943523958452,0.381943523958452,0.995,0.997,0.995,0.992
"3395",31829,0.0919540229885057,0.387331185293735,0.454058890102108,0.588188653754553,0.609786555665761,0,0.2805,0.765,0.4825
"3396",31838,0.0434056761268781,1.14448879362015,1.21535499235683,1.36005085082825,1.37556916798164,0.034,0.9755,1,1
"3397",31839,0.0771586037966932,0.750769797175135,0.843777520223211,1.09933444309772,1.14685872059809,0,0,0,0
"3398",31840,0.0654761904761905,0.591660400039891,0.61939550005716,0.749166922806794,0.766662837326391,0.0135,0.152,0.4825,0.3005
"3399",31842,0.00186915887850467,0.109320658923686,0.109360192122737,0.110195206181104,0.110291752374902,0.2735,0.2595,0.333,0.331
"3400",31843,0.0230607966457023,0.410200460538693,0.415295056860188,0.445288875246658,0.448541361067846,0.5215,0.772,0.9585,0.9425
"3401",31844,0.0764285714285714,0.505094583331756,0.631475693039683,0.795597919076456,0.817921961602796,0,0.0055,0.4635,0.104
"3402",31848,0.0457933972310969,0.494873181707157,0.516643011560361,0.58740830966265,0.59643340978909,0.001,0.1595,0.5515,0.3395
"3403",31849,0.0366300366300366,0.252700567358369,0.260016923940823,0.289215895475541,0.292552329953923,0.151,0.499,0.839,0.75
"3404",31850,0,0.0866084930860618,0.0866084930860618,0.0866084930860618,0.0866084930860618,1,1,1,1
"3405",31868,0.0406779661016949,0.949251696395254,0.97975089865854,1.1205135152775,1.145099922757,0.001,0.003,0.0125,0.0025
"3406",31870,0.0473588342440801,0.585808642945699,0.606798946333607,0.677851391888201,0.682813180325183,0.942,1,1,1
"3407",31871,0.0695538057742782,0.67785083793132,0.730530380647753,0.879865166088483,0.896088867921492,0.001,0.8755,1,1
"3408",31874,0.0463414634146341,0.307584647887091,0.318528412767828,0.370168947047737,0.37696103990377,0.008,0.1005,0.559,0.3975
"3409",31875,0.136792452830189,0.225535576673148,0.288151695993779,0.512043673852585,0.560933948956926,0,0,0,0
"3410",31885,0.156462585034014,0.186185926868089,0.472838821778976,0.914113468563889,1.01056007909538,0,0.0015,0.001,0
"3411",31887,0.0523648648648649,0.53588852704178,0.557209961023393,0.636850284244189,0.644611969007106,0.667,1,1,1
"3412",31889,0.0473186119873817,0.617627050910123,0.63110386849644,0.727141882511736,0.741578773339026,0.001,0.002,0.0475,0.0095
"3413",31890,0.0465116279069767,0.663417731412897,0.698234557838197,0.803387714219791,0.817507750429178,0.005,0.1185,0.3055,0.1985
"3414",31891,0.10210396039604,0.609749896789239,0.772861666687468,1.05898624473533,1.10127442899402,0,0.001,0.6715,0.07
"3415",31893,0.00409836065573771,0.363591509154653,0.363709425288665,0.367785240960745,0.368124229237594,0.963,0.9725,0.9765,0.972
"3416",31894,0.112789203084833,0.684235207607503,0.965001385671233,1.48104131430326,1.59659226405008,0,0,0,0
"3417",31896,0.0694444444444444,0.956629631566335,1.16096511949559,1.41871919604074,1.44857069715255,0,0.242,0.6915,0.5265
"3418",31897,0.0701754385964912,0.954292381874879,1.04902941281551,1.31179662492966,1.35080536942605,0,0.001,0.0255,0.0015
"3419",31902,0,0.124431154267145,0.124431154267145,0.124431154267145,0.124431154267145,0.25,0.245,0.2415,0.256
"3420",31903,0.139072847682119,0.142929806626426,0.232853262715201,0.361886821443497,0.384417512309947,0,0.0495,0.442,0.093
"3421",31905,0,0.498002323928082,0.498002323928082,0.498002323928082,0.498002323928082,0.4285,0.4585,0.4405,0.419
"3422",31907,0.0809061488673139,0.503182891722831,0.520194591222981,0.633293240121537,0.642520922055558,0.697,0.9355,1,0.999
"3423",31920,0.0701107011070111,0.811080023465326,0.862590980927651,1.04429971345937,1.06967218811261,0,0.6935,1,0.997
"3424",31925,0.0119047619047619,0.405800550935142,0.408283057617576,0.422231300502557,0.423898694258432,0.8135,0.8495,0.918,0.919
"3425",31927,0.0398550724637681,0.29409065882885,0.310000877318713,0.350259353506841,0.354248596085472,0.021,0.4865,0.892,0.8385
"3426",31928,0.0521739130434783,0.509268938141443,0.561263705612848,0.660303477364267,0.674933019973959,0,0.0115,0.1175,0.051
"3427",31929,0.106457242582897,0.577851704557338,0.737769690248683,0.99201949319018,1.02446055703991,0,0.4655,0.995,0.9255
"3428",31931,0.176689976689977,0.542673030139462,1.56077656243531,4.0389897079087,4.74029657990481,0,0,0,0
"3429",31932,0.186431623931624,0.417191233199478,1.85413754356208,4.48113978010587,5.12092205700453,0,0,0,0
"3430",31933,0.150720838794233,0.871057703350806,1.76143657826868,3.6287895493175,4.16258136093376,0,0,0,0
"3431",31934,0.183367768595041,0.561983481009691,3.14360967644953,6.86362595990218,7.69640212099349,0,0,0,0
"3432",31935,0.177215189873418,0.568489604198135,4.15168619902178,8.50645054428272,9.61898285210925,0,0,0,0
"3433",31936,0.063302752293578,0.463098244084405,0.508392535459695,0.621820191332891,0.639406658734718,0,0,0,0
"3434",31938,0.117808219178082,0.378761888088035,0.511795008818511,0.754057642045223,0.787910545073488,0,0.0095,0.258,0.0545
"3435",31939,0.185860889395667,0.932208205373405,1.99104244350415,5.659729160572,6.70861127816485,0,0,0,0
"3436",31940,0.121176470588235,1.11457571731684,1.65398686715004,2.83543474887277,3.18352727215378,0,0,0,0
"3437",31942,0.00211864406779661,0.472839816364778,0.473951925261145,0.476662754367196,0.47691152714524,0.985,0.991,0.993,0.988
"3438",31943,0.0664739884393064,0.918690435580794,1.03312795966504,1.28464327151266,1.32113173947209,0,0.009,0.0685,0.0215
"3439",31944,0.0383480825958702,0.391830508537387,0.39993835587873,0.445635403701052,0.450917881563319,0.3685,0.6935,0.941,0.909
"3440",31946,0.0118906064209275,0.716534728580107,0.718534221383242,0.742719895328882,0.745542034940355,0.6535,0.6955,0.843,0.793
"3441",31947,0.0920502092050209,0.443187394404544,0.51972591833484,0.697351202216216,0.723338869100747,0,0.005,0.088,0.018
"3442",31948,0.015748031496063,0.365184024241712,0.367222165149818,0.384402646424989,0.386770451230582,0.3685,0.463,0.5725,0.547
"3443",31951,0.077319587628866,0.730820119979345,0.851506422803267,1.06464607222905,1.09284389823394,0,0.0465,0.7475,0.312
"3444",31952,0.0715935334872979,0.978550107347199,1.08716310613494,1.37487993143619,1.41887029431165,0,0,0.004,0
"3445",31953,0.0746666666666667,0.999214319946464,1.12851290983314,1.45184572580393,1.51444104025361,0,0,5e-04,0
"3446",31954,0.159230616696411,1.28292891712344,10.0358698731082,15.0827952606649,16.0882767915111,0,1,1,1
"3447",31955,0.0812064965197216,0.650330444322147,0.787824846503998,0.992289845698387,1.01347710074173,0,0.489,0.98,0.935
"3448",31956,0.043360433604336,0.388655272628368,0.415743030838369,0.46367056559146,0.470481398123335,0.0155,0.7835,0.9515,0.906
"3449",31957,0.0560625814863103,0.776221511788254,0.81239203501416,0.958401956010131,0.979762675609731,0,0.0045,0.1485,0.022
"3450",31959,0.0526315789473684,0.370450601855135,0.3849308875187,0.44646936633411,0.459849745770068,0.0245,0.1795,0.41,0.2015
"3451",31961,0.0719602977667494,0.195588422809415,0.208720374993213,0.274036787407667,0.2878813330288,0,0,0,0
"3452",31966,0,0.11739727893157,0.11739727893157,0.11739727893157,0.11739727893157,0.0145,0.0205,0.0215,0.017
"3453",31968,0.0111731843575419,0.344430945181691,0.348339386885783,0.360412335871217,0.362110151115026,0.588,0.719,0.8385,0.816
"3454",31974,0.0886654478976234,0.78206243393083,0.940210390833466,1.30605033255023,1.38242055047965,0,0,0,0
"3455",31975,0.0570175438596491,0.709955989697885,0.749779242719705,0.896067720408742,0.913525588857272,0,0.0275,0.234,0.1215
"3456",31976,0.150627615062762,3.2592020124367,24.3357899123718,46.7642163314373,50.9494294256451,0,0,0,0
"3457",31978,0.112240748271655,0.939818653105998,1.29655570865145,1.92037301020236,2.04862891106983,0,0,0,0
"3458",31980,0.101818181818182,0.559156500228184,0.68829347038079,0.915375158985899,0.946744214362502,0,0.1525,0.414,0.1835
"3459",31982,0.108365019011407,0.439147988919524,0.603538980163139,0.83960484286163,0.868756958316698,0,0.117,0.9205,0.6565
"3460",31984,0.0757314974182444,0.746419392998881,0.816726891586817,0.990952660267558,1.01112156496944,5e-04,0.771,0.993,0.9745
"3461",31985,0.0762331838565022,0.235422284123612,0.253520255426968,0.329744719949083,0.343376787954337,0,0,0,0
"3462",31986,0.0235294117647059,0.442278664536589,0.446277525796004,0.47529099721789,0.478667619032634,0.823,0.9165,0.983,0.9695
"3463",31987,0.0517970401691332,0.564090603205425,0.587965982809379,0.686651545216861,0.701686716671365,0,0.005,0.0635,0.0115
"3464",31988,0.11046511627907,0.169367326017764,0.173864707932204,0.271891906945748,0.293876010978557,0,0.001,0.001,0
"3465",31989,0.0931989924433249,0.339167746529492,0.393326059353588,0.534187809266455,0.556716788983263,0,0.001,0.0105,0
"3466",31991,0.0313971742543171,0.652672110370535,0.663717956770257,0.726185644147803,0.732983826504697,0.0905,0.3395,0.6665,0.555
"3467",31998,0.138533674339301,1.00232780091422,1.79266036817384,3.1925214970989,3.53021434877402,0,0,0,0
"3468",31999,0.0882352941176471,0.359887115269915,0.418426096940539,0.546691960313663,0.565236844380882,0,0.0015,0.433,0.052
"3469",32001,0.0883280757097792,0.567641027531279,0.626013078289924,0.818425752694536,0.843889971456745,0,0.081,0.824,0.503
"3470",32004,0.08,0.619025819063634,0.679037732105732,0.87753696764791,0.913010405062165,0,0.001,0.005,0.001
"3471",32007,0.093167701863354,0.39180823630267,0.518486736914223,0.739824775182744,0.786435752708098,0,0,0,0
"3472",32008,0.0942982456140351,0.395873706819041,0.47267187818132,0.618621552393716,0.6383408238822,0,0.2735,0.9055,0.698
"3473",32009,0,0.341292172521721,0.341349617106344,0.341292172521721,0.341292172521721,0.977,0.976,0.975,0.9785
"3474",32010,0.0473933649289099,0.588043582677612,0.606149354175676,0.69807220386423,0.712985712925892,0.008,0.034,0.076,0.036
"3475",32011,0.0714681440443213,0.677885967344732,0.727992070813494,0.921459813805737,0.956486203723007,0,0,0,0
"3476",32012,0.0867117117117117,0.700101810633073,0.878174878266053,1.15202226584605,1.19187253557953,0,0.005,0.3505,0.05
"3477",32015,0.0416666666666667,0.170008408151116,0.173055807030824,0.195976255201856,0.198618331078764,0.474,0.683,0.943,0.914
"3478",32016,0.0741935483870968,0.87748243315678,0.984665157264763,1.28144069490158,1.34232063584096,0,0,0,0
"3479",32017,0.0504854368932039,0.532416525457115,0.555199027503432,0.644198519735304,0.658489652984997,5e-04,0.041,0.184,0.075
"3480",32018,0.0203932993445011,0.530459570773913,0.540424886338597,0.574447209818664,0.57861004146205,5e-04,0.0235,0.1325,0.0765
"3481",32019,0.0965665236051502,0.788504091017686,0.897855735495068,1.21174424199434,1.26860351656938,0,0.0135,0.115,0.0115
"3482",32020,0.0707236842105263,0.575412630332871,0.636697905519706,0.784640190345169,0.808764578404365,0,0.035,0.24,0.0635
"3483",32021,0.0476190476190476,0.55730386872868,0.577102662663669,0.657589945785445,0.66670943527392,0.082,0.5895,0.9455,0.8735
"3484",32022,0.0268817204301075,0.384148149797131,0.388127615914019,0.413339785773357,0.415962112278281,0.9965,0.9995,1,1
"3485",32023,0.0646766169154229,0.800360430530691,0.844646447284787,1.02277053973935,1.04783611591115,5e-04,0.043,0.241,0.0815
"3486",32024,0.0530973451327434,0.803211499967881,0.860357875534544,1.00467650373921,1.024120209091,0,0.0695,0.39,0.184
"3487",32025,0.0684931506849315,0.501385344846585,0.519330140987248,0.631448210653705,0.649971775033111,0.0175,0.0645,0.1625,0.0605
"3488",32026,0.0408970976253298,0.215687503564839,0.2195685467442,0.240992100600279,0.243523074111124,0.9935,0.9995,1,1
"3489",32027,0.0648648648648649,0.96366899519684,1.05641565055738,1.28488757435362,1.31626883015518,0,0.0745,0.545,0.281
"3490",32028,0.0428571428571429,0.308760328514707,0.336233564529039,0.387973144563467,0.396655180753081,0.0015,0.028,0.0585,0.0335
"3491",32029,0.0709736123748863,0.81547329815917,0.888073255050905,1.10589328132563,1.14256933860684,0,5e-04,0.025,0.002
"3492",32030,0.0482456140350877,0.187295274167098,0.190927945767068,0.220635897220281,0.225364798693487,0.242,0.416,0.825,0.697
"3493",32031,0.0781990521327014,0.40062223457576,0.478297577933217,0.628442827531697,0.654453532778026,0,0.002,0.003,0
"3494",32032,0.155433287482806,1.75451414448588,3.62722287741104,7.60659340771528,8.78113588050211,0,0,0,0
"3495",32033,0.0984126984126984,0.842226220230008,0.991178707229316,1.36600011656499,1.42614852632443,0,0,0.08,0.001
"3496",32034,0,0.103077949663738,0.103077949663738,0.103077949663738,0.103077949663738,0.656,0.6535,0.6445,0.634
"3497",32037,0.0870712401055409,0.436267495002434,0.490588063776358,0.635035543351944,0.653343920462619,0,0.1555,0.7285,0.467
"3498",32041,0.0275862068965517,0.403203382516548,0.409759395152371,0.442512465688386,0.445470665698975,0.5365,0.7935,0.964,0.945
"3499",32042,0.036144578313253,0.581870007486587,0.612688358581796,0.682276096320857,0.692912942345251,0.0065,0.159,0.3535,0.23
"3500",32043,0.054127198917456,0.371409017118405,0.400105426168093,0.464793471694365,0.473514120257093,0,0.7175,1,0.9905
"3501",32044,0.0488721804511278,0.525818419640854,0.550278462122937,0.634156295122548,0.646083441790769,0.0025,0.124,0.422,0.224
"3502",32045,0.102905569007264,0.95619496106826,1.33801102606399,1.98933147267267,2.13680094802182,0,0,0,0
"3503",32046,0.0904159132007233,0.685573537373788,0.780860238174782,1.05617042410646,1.11389252458054,0,5e-04,0,0
"3504",32047,0.0893416927899686,0.974580200400612,1.13577356583281,1.56321350183671,1.63793667021676,0,0,0,0
"3505",32048,0.00613496932515337,0.365751497098137,0.366125496513749,0.370948002411184,0.371359263657768,1,1,1,1
"3506",32049,0.01875,0.503965079745389,0.508082124526668,0.534992200905868,0.53824682905822,0.4145,0.554,0.715,0.6745
"3507",32051,0.0887573964497041,0.159919631039434,0.168789623170168,0.218363398349555,0.225600751484029,0.051,0.2095,0.51,0.3245
"3508",32055,0.0335570469798658,0.377167621809546,0.386148008004777,0.420753722108792,0.424826814369012,0.5365,0.888,0.98,0.97
"3509",32056,0.0394173093401885,0.459507164793113,0.474006109505829,0.525155026822567,0.531064194924255,0.445,0.9895,1,1
"3510",32057,0.0760736196319018,1.19739951766759,1.41748482186217,1.82927076709283,1.90313101973305,0,0,5e-04,0
"3511",32058,0.0153508771929825,0.508645830245605,0.510065763800749,0.531738160590433,0.534019681087338,0.6305,0.6545,0.7905,0.756
"3512",32060,0,0.135837203599323,0.135837203599323,0.135837203599323,0.135837203599323,0,0,0,0
"3513",32061,0.0625,0.862397438526182,0.923754457661435,1.08404386997917,1.10236107541029,0.0385,0.966,0.9995,1
"3514",32062,0,0.108269059276125,0.108269059276125,0.108269059276125,0.108269059276125,0.434,0.431,0.4335,0.4265
"3515",32063,0,0.0936355753055601,0.0936355753055601,0.0936355753055601,0.0936355753055601,0.404,0.3975,0.4155,0.4185
"3516",32065,0.0651465798045603,0.891439139541599,0.96472621501578,1.17770431813235,1.21439873011321,0,0.016,0.0715,0.0245
"3517",32068,0.0821917808219178,0.314515717034657,0.346549223791417,0.439132829742339,0.454184614455464,0,0.109,0.5035,0.2155
